id,title,tags
399170,Logan Lucky,action comedy crime drama channing tatum adam driver daniel craig riley keough katie holmes steven soderbergh sibling relationship north carolina cockroach heist racecar driver nascar prison break  en
463821,The House with a Clock in Its Walls,fantasy family comedy jack black cate blanchett owen vaccaro kyle maclachlan renée elise goldsberry eli roth based on novel or book clock haunted house uncle pumpkin orphan warlock secret passageway 1950s magician  en
514439,Breakthrough,drama chrissy metz josh lucas topher grace mike colter marcel ruiz roxann dawson based on novel or book based on memoir or autobiography  en
455839,Time Trap,sci-fi adventure andrew wilson cassidy gifford brianne howey reiley mcclendon olivia draguicevich ben fostermark dennis time warp cave professor time travel investigation climbing time loop archaeologist missing person search party unsolved mystery adventurer archaeological expedition time portal rock climbing college professor mysterious events  en
555748,The Other Side of Heaven 2: Fire of Faith,drama adventure christopher gorham natalie medlock russell dixon joe folau miriama smith mitch davis unknown  en
341013,Atomic Blonde,action thriller charlize theron james mcavoy john goodman eddie marsan toby jones david leitch germany berlin germany spy europe undercover stasi vodka cold war bisexuality kgb double agent undercover agent based on comic murder mi6 murder investigation ddr  en
491418,Instant Family,comedy mark wahlberg rose byrne allyn rachel isabela merced julie hagerty sean anders adoption social worker court case based on true story parenting foster family amusement park lgbt substance abuse family dog  en
401981,Red Sparrow,mystery thriller jennifer lawrence joel edgerton matthias schoenaerts charlotte rampling jeremy irons francis lawrence spy cia sexual abuse budapest hungary based on novel or book self sacrifice patriotism seduction double agent training chechnya hospital torture mole female spy mortal danger deceit uncle niece relationship american embassy moscow russia russian spy hopeless spy thriller bolshoi ballet ballet performance secret code prima ballerina mother daughter relationship twists theatre asset home health aide secret meeting gorky park intense  en
491480,The Boy Who Harnessed the Wind,drama history family maxwell simba chiwetel ejiofor aïssa maïga lily banda joseph marcell chiwetel ejiofor feelgood uplifting  en
476299,Ghostland,horror mystery thriller crystal reed mylène farmer anastasia phillips emilia jones taylor hickson pascal laugier hallucination insanity torture reality vs fantasy  en
398978,The Irishman,crime drama history robert de niro al pacino joe pesci stephen graham ray romano martin scorsese philadelphia pennsylvania chicago illinois based on novel or book pennsylvania usa 1970s irish american hitman gangster male friendship murder family relationships organized crime mafia sicilian mafia nonlinear timeline labor union 1950s 1960s mob family jimmy hoffa father daughter relationship criminal as protagonist killer as protagonist  en
424998,The Case for Christ,drama mike vogel erika christensen faye dunaway robert forster frankie faison jon gunn christianity based on novel or book court case atheist based on true story religion trial  en
438650,Cold Pursuit,action crime thriller liam neeson tom bateman tom jackson laura dern nicholas holmes hans petter moland colorado drug dealer revenge dark comedy gun battle snow  en
508763,A Dog's Way Home,drama adventure family ashley judd jonah hauer king edward james olmos alexandra shipp charles martin smith based on novel or book new mexico colorado homelessness based on true story pitbull dog veteran avalanche pets pet owner animal control  en
445571,Game Night,mystery comedy crime jason bateman rachel mcadams kyle chandler billy magnussen sharon horgan john francis daleyjonathan goldstein husband wife relationship kidnapping board game dark comedy neighbor aftercreditsstinger brother brother relationship  en
484886,Singularity,sci-fi jeannine wacker julian schaffner john cusack carmen argenziano eileen grubba robert kouba artificial intelligence future super computer robotics  en
458305,Vivarium,sci-fi thriller mystery imogen poots jesse eisenberg jonathan aris senan jennings eanna hardwicke lorcan finnegan baby suburbia suburb trapped body bag real estate agent  en
419743,Disobedience,drama romance rachel weisz rachel mcadams alessandro nivola allan corduner anton lesser sebastián lelio forbidden love lgbt childhood friends jewish culture orthodox jewish jewish lgbt lesbian  en
473309,Apostasy,drama siobhan finneran sacha parkinson molly wright robert emms james quinn daniel kokotajlo faith betrayal religion teenage daughter evangelism jehovah's witness apostasy mother daughter relationship  en
280217,The Lego Movie 2: The Second Part,action adventure animation comedy family chris pratt elizabeth banks will arnett tiffany haddish stephanie beatriz mike mitchell based on toy live action and animation lego  en
474335,Uncle Drew,comedy kyrie irving lil rel howery shaquille o'neal chris webber reggie miller charles stone iii comeback basketball road trip streetball tournament prize money financial problem harlem new york city septuagenarian  en
419680,Daddy's Home 2,comedy will ferrell mark wahlberg john lithgow mel gibson linda cardellini sean anders holiday sequel christmas  en
438799,Overlord,horror war sci-fi jovan adepo wyatt russell pilou asbæk mathilde ollivier john magaro julius avery france world war ii nazi normandy france village d day laboratory explosion behind enemy lines paratrooper 1940s scientific experiment black soldier  en
395992,Life,horror sci-fi mystery thriller jake gyllenhaal ryan reynolds rebecca ferguson elizabeth vargas hiroyuki sanada daniel espinosa planet mars alien life form space astronaut space station intelligent trapped in space extraterrestrial life alien on board death of astronaut  en
329996,Dumbo,family fantasy adventure colin farrell michael keaton danny devito eva green alan arkin tim burton circus elephant missouri remake live action and animation 1910s live action remake dumbo  en
335360,My Little Pony: The Movie,family animation adventure fantasy tara strong ashleigh ball andrea libman tabitha st. germain cathy weseluck jayson thiessen pony friendship journey  en
365942,The Space Between Us,romance adventure sci-fi drama asa butterfield britt robertson carla gugino gary oldman janet montgomery peter chelsom planet mars future space colony fish out of water scientist teenage love search for father  en
575094,Abigail,adventure fantasy mystery tinatin dalakishvili rinal mukhametov artyom tkachenko ravshana kurkova kseniya kutepova alexandr boguslavsky magic steampunk  en
429415,Extinction,action drama sci-fi thriller michael peña lizzy caplan israel broussard mike colter lex shrapnel ben young space alien mechanic alien invasion spaceship  en
535292,21 Bridges,crime action drama chadwick boseman sienna miller j.k. simmons stephan james taylor kitsch brian kirk new york city detective subway hostage thriller shootout police officer killed nypd one night neo noir manhunt  en
500664,Upgrade,action thriller sci-fi logan marshall green betty gabriel harrison gilbertson melanie vallejo leigh whannell artificial intelligence cyborg future dystopia police revenge murder cyberpunk transhumanism implant near future body enhancement  en
492188,Marriage Story,drama adam driver scarlett johansson laura dern alan alda ray liotta noah baumbach new york city parent child relationship husband wife relationship infidelity theatre group theater director lawyer los angeles california divorce divorce lawyer  en
522924,The Art of Racing in the Rain,drama romance comedy milo ventimiglia kevin costner amanda seyfried martin donovan ian lake simon curtis washington dc usa based on novel or book car race reincarnation friendship sports racing dog animal race car driver pets father daughter relationship animal narrator  en
401478,Death Race: Beyond Anarchy,action thriller sci-fi danny trejo zach mcgowan danny glover frederick koehler christine marzano don michael paul prison car race sequel street race infiltration  en
537996,The Ballad of Buster Scruggs,western comedy drama tim blake nelson james franco zoe kazan liam neeson tom waits joel coenethan coen prostitute anthology parody native american bank robbery stagecoach cowboy wagon train singing cowboy american west the old west  en
399361,Triple Frontier,action thriller crime adventure ben affleck oscar isaac charlie hunnam garrett hedlund pedro pascal j.c. chandor cocaine peru drug cartel survival drug lord amazon rainforest andes mountains ex special forces treasure heist  en
399174,Isle of Dogs,adventure comedy animation bryan cranston koyu rankin bob balaban edward norton bill murray wes anderson japan island stop motion dog garbage dump pets  en
433251,Naked,comedy marlon wayans regina hall dennis haysbert loretta devine neil brown jr. michael tiddes deja vu remake time loop wedding  en
543540,The Perfect Date,romance comedy noah centineo laura marano odiseas georgiadis camila mendes matt walsh chris nelson adolescence fake boyfriend based on young adult novel  en
417830,Diary of a Wimpy Kid: The Long Haul,comedy family jason ian drucker alicia silverstone tom everett scott charlie wright owen asztalos david bowers road trip based on children's book family  en
458723,Us,horror thriller mystery lupita nyong'o winston duke shahadi wright joseph evan alex tim heidecker jordan peele mask boardwalk murder psychological thriller fear family vacation home invasion amusement park doppelgänger santa cruz california 1980s hall of mirrors duality  en
400106,Bright,fantasy action thriller will smith joel edgerton lucy fry noomi rapace edgar ramírez david ayer elves magic fairy police los angeles california orc  en
483202,Eli,horror charlie shotwell lili taylor kelly reilly max martini sadie sink ciarán foy haunted house young boy allergy supernatural phenomena  en
389015,"I, Tonya",drama margot robbie sebastian stan allison janney julianne nicholson paul walter hauser craig gillespie competition portland oregon olympic games biography sports based on true story rivalry figure skating domestic violence poverty overbearing mother ice skating taunting 1990s winter sport abusive mother emotional abuse mother daughter relationship  en
359940,"Three Billboards Outside Ebbing, Missouri",crime drama frances mcdormand woody harrelson sam rockwell lucas hedges abbie cornish martin mcdonagh suicide rape police brutality small town missouri alcoholism murder dark comedy cancer teenage girl arson police corruption racism anger billboard guilty conscience molotov cocktail pool hall  en
419478,Midnight Sun,romance drama bella thorne patrick schwarzenegger rob riggle quinn shephard ken tremblett scott speer seattle usa sunlight terminal illness singer best friend homeschooling dead mother swimming teenage daughter railway station boyfriend girlfriend relationship athletic scholarship protective father teenage romance busker rare disease medical problem  en
395991,Only the Brave,drama action history josh brolin miles teller jeff bridges jennifer connelly james badge dale joseph kosinski fire arizona bravery natural disaster addiction based on true story tragedy firefighting heroism test by fire forest fire firefighter based on magazine newspaper or article wildfire proving oneself  en
399055,The Shape of Water,drama fantasy romance sally hawkins doug jones michael shannon richard jenkins octavia spencer guillermo del toro cold war baltimore usa fairy tale government supernatural laboratory orphan bathtub scientist magic realism capture sign languages 1960s fishman amphibious creature  en
582186,"Oh, Ramona!",comedy romance bogdan iancu aggy k. adams basil eidenbenz holly horne adina stetcu cristina jacob adolescence coming of age  en
343674,Gerald's Game,horror thriller carla gugino bruce greenwood henry thomas chiara aurelia kate siegel mike flanagan child abuse based on novel or book childhood trauma sorrow car accident eclipse dog ghost memoirs  en
449985,Triple Threat,thriller action tony jaa tiger hu chen iko uwais scott adkins michael jai white jesse v. johnson martial arts assassin fight hitman mercenary police organized crime تهدید سه گانه  en
423988,Kill Switch,sci-fi action thriller dan stevens bérénice marlohe charity wakefield gijs scholten van aschat mike reus tim smit experiment pilot physicist parallel world unlimited energy drones  en
335788,Renegades,thriller action j.k. simmons sullivan stapleton charlie bewley sylvia hoeks joshua henry steven quale yugoslavia treasure bosnia and herzegovina navy serbia mystery u.s. navy seal  en
405965,An Ordinary Man,action drama war ben kingsley hera hilmar peter serafinowicz edmund kingsley robert blythe brad silberling maid war criminal  en
347375,Mile 22,action thriller mark wahlberg lauren cohan iko uwais john malkovich ronda rousey peter berg cia martial arts handheld camera top secret black ops political corruption intelligence officer elite forces tactical command unit triple agent  en
470878,I Can Only Imagine,music drama j. michael finley dennis quaid cloris leachman brody rose madeline carroll jon erwinandrew erwin unknown  en
396371,Molly's Game,drama crime jessica chastain idris elba kevin costner michael cera jeremy strong aaron sorkin new york city poker gambling fbi olympic games biography arrest court celebrity russian mafia based on true story beating lawyer trial female protagonist los angeles california courtroom ice skating snow skiing card playing hotel suite employer employee relationship courtroom drama cleavage high stakes mob father daughter relationship  en
526050,Little,comedy fantasy romance regina hall issa rae marsai martin tone bell mikey day tina gordon chism dream assistant business woman friendship school body swap body switch african american  en
470044,The Hate U Give,"crime drama amandla stenberg regina hall russell hornsby k.j. apa common george tillman, jr. based on novel or book riot trauma protest high school teenage girl racism police officer preparatory school racial profiling based on young adult novel  en"
455207,Crazy Rich Asians,comedy drama romance constance wu henry golding michelle yeoh gemma chan lisa lu jon m. chu based on novel or book professor singapore wedding east asian lead wealthy family asian american  en
401469,Widows,crime thriller viola davis michelle rodriguez elizabeth debicki cynthia erivo colin farrell steve mcqueen chicago illinois politics politician remake flashback heist betrayal money mob boss  en
442062,Goosebumps 2: Haunted Halloween,adventure comedy fantasy family horror jeremy ray taylor madison iseman caleel harris wendi mclendon covey ari sandel halloween sequel based on children's book glasses horror for children ventriloquist's dummy  en
474392,Samson,action drama adventure taylor james jackson rathbone billy zane caitlin leahy frances sholto bruce macdonald bible god strength  en
353616,Pitch Perfect 3,comedy music anna kendrick rebel wilson brittany snow hailee steinfeld elizabeth banks trish sie sequel singer acapella uso  en
392044,Murder on the Orient Express,drama mystery crime kenneth branagh tom bateman michelle pfeiffer johnny depp josh gad kenneth branagh venice italy detective based on novel or book europe professor orient express knife investigation princess remake murder thriller snow whodunit train stabbing alps mountains murder mystery 1930s steam train  en
369972,First Man,history drama ryan gosling claire foy jason clarke kyle chandler corey stoll damien chazelle moon based on novel or book nasa obsession sacrifice space travel space mission wife biography engineer moon landing based on true story space cancer astronaut historical event death of daughter compromise test pilot 1960s apollo program  en
290512,The Mountain Between Us,romance adventure drama idris elba kate winslet dermot mulroney beau bridges linda sorensen hany abu-assad based on novel or book photographer pilot wilderness wildlife survival snow airplane crash doctor dog struggle for survival argument freezing stranger injury holiday season american wilderness hopelessness valley scenic mountains desolate wilderness delayed flight obstacles  en
340837,A Cure for Wellness,horror mystery sci-fi thriller dane dehaan jason isaacs mia goth harry groener celia imrie gore verbinski switzerland mountain therapist health darkness wellness employee patient spa drugs remote swiss alps treatment cure accident wellness center institute incertitude  en
506072,Prospect,sci-fi sophie thatcher pedro pascal jay duplass andre royo sheila vand christopher caldwellzeek earl alien planet survival space western natural resources father daughter relationship giant forest toxic atmosphere  en
508965,Klaus,animation family adventure comedy fantasy jason schwartzman j.k. simmons rashida jones joan cusack norm macdonald sergio pablos holiday small town santa claus island postman friendship cartoon reindeer toy maker christmas 19th century origin story town good versus evil  en
611207,The Knight Before Christmas,comedy romance vanessa hudgens josh whitehouse emmanuelle chriqui harry jarvis ella kenion monika mitchell time travel knight ontario canada christmas  en
428399,Cold Skin,horror fantasy drama ray stevenson david oakes aura garrido winslow iwaki john benfield xavier gens based on novel or book island world war i lighthouse lighthouse keeper    creature meteorologist isolated island  en
274862,The Lego Ninjago Movie,family animation action adventure comedy dave franco justin theroux fred armisen abbi jacobson olivia munn paul fishercharlie beanbob logan ninja based on toy lego  en
578189,Black and Blue,drama action thriller naomie harris tyrese gibson frank grillo mike colter reid scott deon taylor new orleans louisiana police detroit michigan rookie cop  en
504172,The Mule,crime drama thriller clint eastwood bradley cooper laurence fishburne michael peña dianne wiest clint eastwood mexico drug crime drug mule based on true story drug cartel dea agent korean war veteran based on magazine newspaper or article 2000s sinaloa  en
483906,Polar,action crime drama mads mikkelsen vanessa hudgens katheryn winnick fei ren ruby o. fee jonas åkerlund montana assassin hitman chile based on comic isolated house dark horse comics criminal organization neo noir forced retirement  en
440161,The Sisters Brothers,comedy drama western john c. reilly joaquin phoenix jake gyllenhaal riz ahmed rebecca root jacques audiard san francisco california based on novel or book gold oregon usa hitman male friendship gold rush scout 19th century gold claim brother brother relationship  en
300681,Replicas,sci-fi thriller drama keanu reeves alice eve thomas middleditch john ortiz nyasha hatendi jeffrey nachmanoff laboratory car accident family consciousness biologist synthetic neuro scientist police task force  en
384521,The Cloverfield Paradox,horror sci-fi action thriller gugu mbatha raw daniel brühl chris o'dowd david oyelowo julius onah experiment disorientation space alien scientist space station alternative universe parallel universe 2020s  en
522681,Escape Room,horror thriller mystery taylor russell logan miller jay ellis deborah ann woll nik dodani adam robitel riddle chicago illinois key code puzzle game clue magnet box cube escape room traumatized person teamwork mysterious box sliding puzzle pool table  en
401104,To the Bone,drama lily collins keanu reeves carrie preston lili taylor alex sharp marti noxon smoking arizona restaurant artist anorexia los angeles california pregnant woman therapy eating disorder  en
418533,Three Christs,drama richard gere peter dinklage walton goggins bradley whitford charlotte hope jon avnet unknown  en
560192,Grand Isle,thriller action nicolas cage kadee strickland luke benward kelsey grammer zulay henao stephen s. campanelli adultery hurricane seduction older woman seduces younger guy murder framed for murder stabbed  en
413644,The Son of Bigfoot,family animation comedy pappy faulkner cinda adams jeff doucette laila berzins joey camen ben stassenjérémie degruson bigfoot villain forest father laboratory anthropomorphism  en
395834,Wind River,crime drama mystery thriller jeremy renner elizabeth olsen gil birmingham graham greene jon bernthal taylor sheridan rape wyoming usa mountain gun fbi investigation forest murder native american shootout photograph native american reservation binoculars rape and revenge snowmobile  en
444109,Bethany,horror stefanie estes zack ward tom green shannen doherty anna harr james cullen bressack haunted house death of mother traumatic childhood  en
480105,47 Meters Down: Uncaged,horror drama adventure sophie nélisse corinne foxx brianne tju sistine rose stallone brec bassinger johannes roberts diving mexico shark attack altar animal attack maya civilization water monster sequel scuba diving teenage girl creature underwater shark great white shark ruins eaten by animal cave diving  en
353491,The Dark Tower,fantasy action sci-fi idris elba matthew mcconaughey tom taylor claudia kim fran kranz nikolaj arcel gunslinger based on novel or book portal mind control parallel world another world  en
417384,Scary Stories to Tell in the Dark,horror thriller zoe colletti dean norris michael garza gabriel rush gil bellows andré øvredal based on novel or book small town scarecrow halloween haunted house family secrets urban legend racism high school friends aspiring writer draft dodger 1960s folk horror  en
487297,What Men Want,comedy romance taraji p. henson aldis hodge josh brener erykah badu richard roundtree adam shankman unknown  en
417870,Girls Trip,comedy regina hall queen latifah jada pinkett smith tiffany haddish larenz tate malcolm d. lee unknown  en
440021,Happy Death Day,horror mystery comedy jessica rothe israel broussard ruby modine rachel matthews billy slaughter christopher landon college murder time loop young adult college student stabbed to death  en
438590,A-X-L,sci-fi action adventure family alex neustaedter becky g alex macnicoll dominic rains thomas jane oliver daly technology friendship friends robot robot dog  en
599975,Countdown,horror thriller elizabeth lail jordan calloway talitha bateman peter facinelli dillon lane justin dec nurse countdown supernatural phone terror religion devil duringcreditsstinger mysterious  en
503919,The Lighthouse,drama fantasy thriller horror robert pattinson willem dafoe valeriia karaman logan hawkes kyla nicolle robert eggers isolation island nightmare hallucination lighthouse mermaid lighthouse keeper    gay interest storm male masturbation new england madness drunkenness 19th century isolated island one location two hander gay subtext  en
449176,"Love, Simon",comedy drama romance nick robinson jennifer garner josh duhamel katherine langford alexandra shipp greg berlanti sexual identity sexuality based on novel or book coming out class high school love male homosexuality bully coming of age teen movie lgbt teen based on young adult novel gay theme gay  en
447665,Kickboxer: Retaliation,action drama alain moussi christopher lambert jean claude van damme mike tyson dimitri logothetis unknown  en
576004,Porno,comedy horror evan daves larry saperstein jillian mueller glenn stott robbie tann keola racela unknown  en
425134,How to Be a Latin Lover,comedy eugenio derbez salma hayek rob lowe kristen bell raquel welch ken marino lover aging dumped  en
455980,Tag,comedy action ed helms jon hamm jeremy renner jake johnson hannibal buress jeff tomsic based on true story travel game group of friends classmates  en
515195,Yesterday,comedy fantasy music romance himesh patel lily james joel fry ed sheeran kate mckinnon danny boyle pop singer alternate reality  en
512196,Happy Death Day 2U,comedy horror sci-fi jessica rothe israel broussard ruby modine suraj sharma rachel matthews christopher landon college psychopath sequel murder time loop slasher university aftercreditsstinger stabbed to death  en
540901,Hustlers,drama comedy crime constance wu jennifer lopez julia stiles keke palmer lili reinhart lorene scafaria new york city hustler strip club wall street stripper exotic dancer stock market crash economic crisis inspired by true story based on magazine newspaper or article 2000s inspired by magazine newspaper or article  en
625450,Tall Girl,comedy drama romance ava michelle sabrina carpenter steve zahn griffin gluck clara wilsey nzingha stewart high school romance teen movie insecurity  en
504631,Mermaid Down,horror fantasy mystery thriller alexandra bokova meggan kaiser burt culver michelle gallagher shepherd stevenson jeffrey grellman asylum mermaid mental alexandrabokova  en
502416,Ma,horror thriller octavia spencer diana silvers juliette lewis corey fogelmanis mckaley miller tate taylor casino kidnapping psychopath revenge murder underage drinking slasher psychological thriller stabbing veterinary mental illness loner school loner hanging out munchausen syndrome by proxy  en
451915,Beautiful Boy,drama steve carell timothée chalamet maura tierney amy ryan christian convery felix van groeningen san francisco california based on novel or book drug addiction biography based on true story drug rehabilitation based on memoir or autobiography father son relationship  en
316154,The Bad Batch,drama horror sci-fi suki waterhouse jason momoa keanu reeves giovanni ribisi yolonda ross ana lily amirpour amputation kidnapping post apocalyptic future dystopia exile drug use cannibal cult leader woman director  en
438689,Siberia,crime romance thriller keanu reeves ana ularu pasha d. lychnikoff boris gulyarin ashley st. george matthew ross missing person siberia fsb diamond trader american in russia  en
517116,Haunt,horror thriller katie stevens will brittain lauryn mcclain shazi raja andrew lewis caldwell scott beckbryan woods illinois mask halloween haunted house slasher clown mask  en
412547,Killing Gunther,action comedy arnold schwarzenegger taran killam dave 'squatch' ward bobby moynihan hannah simone taran killam unknown  en
630656,The Death and Return of Superman,sci-fi adventure animation action fantasy jerry o'connell rebecca romijn rainn wilson rosario dawson jason o'mara sam liujake castorena superhero compilation heroes dc universe animated original movies  en
390054,Sand Castle,war action drama logan marshall green nicholas hoult henry cavill gonzalo menendez fernando coimbra iraq small village occupation american soldiers  en
471506,Greta,mystery thriller horror chloë grace moretz isabelle huppert maika monroe colm feore stephen rea neil jordan paris france new york city finger psychopath stalker basement dog evil roofie older woman younger woman relationship  en
486131,Shaft,action crime samuel l. jackson jessie t. usher regina hall alexandra shipp richard roundtree tim story sequel shootout drug lord reboot death of friend  en
400650,Mary Poppins Returns,fantasy family comedy emily blunt ben whishaw emily mortimer pixie davies nathanael saleh rob marshall london england based on novel or book nanny magic musical sequel family relationships animated scene female protagonist housekeeper family discipline depression era live action and animation 1930s  en
475210,How It Ends,sci-fi thriller mystery action adventure theo james forest whitaker kat graham kerry bishé grace dove david m. rosenthal chicago illinois lightning seattle usa volcano earthquake pregnancy tsunami road trip murder apocalypse power outage  en
339259,The Man with the Iron Heart,war action history thriller jason clarke rosamund pike jack o'connell jack reynor mia wasikowska cédric jimenez assassination based on novel or book world war ii nazi operation anthropoid  en
390062,Jungle,adventure drama thriller daniel radcliffe thomas kretschmann alex russell joel jackson yasmin kassim greg mclean based on novel or book river bolivia hallucination forest amazon alone based on true story survival jungle raft drugs south america amazon rainforest rainforest  en
591278,Game of Thrones: The Last Watch,documentary tv movie kit harington emilia clarke andrew mcclay vladimir furdik david nutter jeanie finlay making of  en
399404,Darkest Hour,drama history gary oldman kristin scott thomas ben mendelsohn lily james ronald pickup joe wright world war ii biography london underground based on true story british politics british prime minister british history dunkirk 1940s george vi winston churchill  en
397422,Rough Night,drama comedy scarlett johansson kate mckinnon jillian bell ilana glazer zoë kravitz lucia aniello miami florida friendship friends dark comedy drinking male stripper accident bachelorette party  en
527435,The Christmas Chronicles,comedy adventure family fantasy kurt russell darby camp judah lewis martin roach lamorne morris clay kaytis holiday massachusetts camera santa claus brother sister north pole journey christmas spirit christmas chronicles  en
480410,The Sandman,horror haylie duff tobin bell shaun sipos shae smolik amanda wyss peter sullivan monster experiment telekinesis foster child death of parent  en
631322,Silhouette,horror drama thriller april hartman tom zembrod savannah solsbery jessica dawn willis unknown mitch mcleod unknown  en
451644,Dragonheart: Battle for the Heartfire,fantasy adventure marte germaine christensen patrick stewart tom rhys harries jessamine bliss bell patrik syversen dragon  en
437557,Blockers,comedy leslie mann john cena ike barinholtz kathryn newton geraldine viswanathan kay cannon parent child relationship prom house party teenage girl loss of virginity teen comedy teenage sexuality woman director prom night mid life crisis teenager  en
441282,Night Hunter,drama thriller henry cavill ben kingsley alexandra daddario stanley tucci brendan fletcher david raymond minnesota vigilante serial killer co workers relationship tragic past ex husband ex wife relationship father daughter relationship  en
301337,Downsizing,comedy drama sci-fi matt damon hong chau christoph waltz kristen wiig rolf lassgård alexander payne married couple therapist future computer shrinking crowd caucasian pc procedure  en
505058,Unfriended: Dark Web,horror thriller mystery colin woodell betty gabriel rebecca rittenhouse andrew lees connor del rio stephen susco webcam sequel lesbian relationship hacking computer screen found footage skype game night  en
512895,Lady and the Tramp,family romance comedy tessa thompson justin theroux kiersey clemons thomas mann ashley jensen charlie bean freedom family streetwise live action and animation  en
399366,Marrowbone,thriller horror drama mystery george mackay anya taylor joy charlie heaton mia goth sergio g. sánchez library sibling relationship beach abandoned house murder flashback rifle mental illness attic morse code 1960s orphan siblings fear of mirrors  en
399035,The Commuter,action thriller mystery liam neeson vera farmiga patrick wilson jonathan banks sam neill jaume collet-serra conspiracy train  en
399057,The Killing of a Sacred Deer,drama thriller mystery colin farrell nicole kidman barry keoghan raffey cassidy bill camp yorgos lanthimos husband wife relationship hostage blackmail surgeon paralysis insanity psychopath horror revenge paranormal dysfunctional family hospital cruelty brutality cafe cardiologist recovering alcoholic open heart surgery  en
458253,Missing Link,family animation comedy adventure fantasy hugh jackman zoe saldaña zach galifianakis stephen fry timothy olyphant chris butler himalaya mountain range bigfoot yeti stop motion cryptozoology loch ness monster shangri la 19th century sasquatch  en
525460,Welcome Home,thriller horror aaron paul emily ratajkowski riccardo scamarcio katy louise saunders alice bellagamba george ratliff italy infidelity vacation murder unfaithfulness surveillance  en
480042,Escape Plan: The Extractors,action thriller crime sylvester stallone dave bautista 50 cent zhang jin harry shum jr. john herzfeld prison sequel  en
407436,Mowgli: Legend of the Jungle,adventure drama rohan chand christian bale andy serkis benedict cumberbatch cate blanchett andy serkis hunter based on novel or book wolf tiger bear coming of age jungle anthropomorphism python live action remake  en
472674,The Goldfinch,drama ansel elgort oakes fegley nicole kidman jeffrey wright luke wilson john crowley new york city based on novel or book museum painting art bombing teenage protagonist  en
520788,Mad World,sci-fi michael copon simon phillips sheena colette eve mauro unknown paul tanter unknown  en
418437,Unforgettable,drama thriller rosario dawson katherine heigl geoff stults isabella kai cheryl ladd denise di novi ex husband woman director  en
524247,The Intruder,thriller michael ealy joseph sikora meagan good alvina august dennis quaid deon taylor california country house widow thanksgiving psychopath stalker deer murder christmas lights voyeur christmas intruder napa valley  en
315064,Animal Crackers,comedy animation adventure emily blunt john krasinski lydia rose taylor ian mckellen sylvester stallone tony bancroftjaime maestroscott christian sava unknown  en
579571,Deadly Excursion,thriller tv movie samaire armstrong callard harris alexandria deberry corin nemec jonathan bouvier brian skiba unknown  en
295693,The Boss Baby,animation comedy family alec baldwin steve buscemi miles bakshi jimmy kimmel lisa kudrow tom mcgrath baby family relationships sibling rivalry unreliable narrator baby brother stereoscopic 3d  en
429200,Good Time,thriller crime robert pattinson benny safdie jennifer jason leigh buddy duress taliah webster josh safdiebenny safdie new york city prison mentally disabled bank robber wheelchair brother on the run hospital drugs security guard amusement park one night botched robbery acid  en
387426,Okja,adventure drama sci-fi fantasy tilda swinton ahn seo hyun paul dano jake gyllenhaal bong joon-ho new york city monster slaughterhouse east asian lead twins environmentalist aftercreditsstinger animal liberation live action and animation zoologist seoul south korea  en
433498,Papillon,drama charlie hunnam rami malek christopher fairbank eve hewson michael socha michael noer based on novel or book biography remake solitary confinement south america prison break island prison devil's island french guiana  en
459992,Long Shot,comedy romance charlize theron seth rogen o'shea jackson jr. andy serkis june diane raphael jonathan levine tattoo journalist usa president babysitter politics drugs presidential candidate speech writer activist  en
459910,Braven,drama action thriller jason momoa stephen lang garret dillahunt zahn mcclarnon jill wagner lin oeding cocaine drug dealer log cabin  en
14564,Rings,horror matilda lutz alex roe johnny galecki vincent d'onofrio aimee teegarden f. javier gutiérrez hallucination investigation supernatural sequel curse vhs death maggot seven days video tape  en
460321,Close,action adventure thriller noomi rapace sophie nélisse indira varma eoin macken akin gazi vicky jewson casablanca morocco kidnapping bodyguard heiress safe house counter terrorism  en
466081,The Informer,drama crime thriller joel kinnaman rosamund pike common ana de armas clive owen andrea di stefano new york city prison based on novel or book gangster organized crime ex con undercover operation police informant polish mafia  en
522212,Just Mercy,drama crime history michael b. jordan brie larson jamie foxx o'shea jackson jr. rafe spall destin daniel cretton judge innocence based on true story lawyer racism justice 1980s legal drama  en
339692,Shot Caller,crime drama thriller nikolaj coster waldau omari hardwick lake bell emory cohen ric roman waugh tattoo prison california murder gun battle gang undercover cop drugs criminal prison riot driving drunk estranged father gun runner probation officer manslaughter probation  en
561362,Rust Creek,thriller drama action crime hermione corfield jay paulson sean o'bryan micah a. hauptman daniel r. hill jen mcgowan sheriff kentucky woods murder survival meth lab woman director  en
458594,Peppermint,action thriller jennifer garner john gallagher jr. john ortiz juan pablo raba annie ilonzeh pierre morel coma handcuffs bus cemetery fbi grave widow vigilante alcoholism revenge murder flashback drug cartel hospital police corruption torture skid row corrupt official loss of child corrupt judge driveby shooting  en
526051,Look Away,horror thriller fantasy india eisley jason isaacs mira sorvino penelope mitchell john c. macdonald assaf bernstein unknown  en
530382,In the Shadow of the Moon,sci-fi thriller boyd holbrook cleopatra coleman michael c. hall bokeem woodbine sarah dugdale jim mickle philadelphia pennsylvania detective time travel living in car serial killer hospital grave digger polaroid camera father daughter relationship grandfather granddaughter relationship  en
440472,The Upside,comedy drama kevin hart bryan cranston nicole kidman golshifteh farahani aja naomi king neil burger based on true story remake class differences caregiver man in wheelchair interracial friendship social differences rich man quadriplegia male nurse handicapped disabled person  en
